fen,target_rating,target_themes,is_legal,is_puzzle,counter_intuitive
3r2k1/1b4pp/p1B1R1n1/1p6/2p5/6B1/PP3PPP/3Q2K1 b - - 0 24,753,"['backRankMate', 'mate', 'mateIn2', 'middlegame', 'short']",True,True,False
rk2q3/pp5p/2nb1p2/5Q2/1P1P1B2/5N2/P4PPP/6K1 w - - 0 25,965,"['mate', 'mateIn1', 'middlegame', 'oneMove', 'queensideAttack']",True,True,False
3q2kr/1p1n2p1/p1p2r2/P1Pp2QP/1P1Pp2R/4P3/4B3/2K4R b - - 2 44,936,"['crushing', 'discoveredAttack', 'middlegame', 'short']",True,True,False
2r2rk1/pp2qppp/2pb4/3pNP2/3P4/1P3P2/PBQ3Pn/1BR3K1 w - - 0 19,1442,"['advancedPawn', 'crushing', 'middlegame', 'short']",True,True,False
r5k1/1p2b1pp/1qpp4/p3p3/2P1P1b1/P1N2N2/QP4PP/5RK1 w - - 5 24,1801,"['crushing', 'discoveredAttack', 'middlegame', 'short']",True,True,False
8/8/5k2/1R4p1/3P2K1/6R1/3r2b1/8 b - - 0 37,968,"['endgame', 'mate', 'mateIn2', 'short']",True,True,False
5r2/1p4bk/p1pQ3p/P5pq/1P2P3/2P5/1B5P/R4rKB w - - 0 32,1044,"['advantage', 'middlegame', 'short']",True,True,False
4r3/3q1pk1/1n1b1Rp1/p2P2Pp/1p1pQ3/4N1B1/PP5P/1K6 w - - 0 34,2206,"['crushing', 'master', 'middlegame', 'short']",True,True,False
r4rk1/ppp2pbp/3q1np1/8/8/1P2PQ2/PBPP2PP/RN3RK1 b - - 4 13,1799,"['crushing', 'discoveredAttack', 'middlegame', 'short']",True,True,False
5k2/pp5p/1n3pp1/5bN1/8/1BP4P/Pr3PP1/4R1K1 w - - 0 24,1073,"['advantage', 'endgame', 'short']",True,True,False
r4rk1/pp3ppp/2p2q2/4n2Q/3NB1b1/1P2P1P1/P4P1P/R4RK1 w - - 4 17,734,['middlegame'],True,True,False
r7/pp1q3k/3p2p1/2pNb2p/2Pn1Q2/3P3P/PP4PN/R5K1 w - - 1 23,1519,"['advantage', 'fork', 'long', 'middlegame', 'sacrifice']",True,True,False
6k1/1p3pp1/pq5p/8/P2bn3/3Q3P/1P1BBPP1/1R4K1 b - - 2 25,1707,"['advantage', 'long', 'middlegame']",True,True,True
4r2k/pp4pp/2pBr1q1/2P2Q2/1P2P3/Pb3P2/4R1PP/4R1K1 b - - 6 32,1075,['middlegame'],True,True,False
2q2bk1/Q6p/p5p1/1p3pB1/8/5N1P/PP3PP1/6K1 b - - 2 30,1958,"['advantage', 'endgame', 'short', 'trappedPiece']",True,True,False
5k2/7p/3P2p1/1R6/8/7r/K7/8 w - - 1 44,1685,"['advancedPawn', 'crushing', 'endgame', 'rookEndgame', 'short']",True,True,False
4Qrk1/pp4p1/4b2p/4N3/1P3q2/P7/6PP/2R4K w - - 2 30,2292,"['advantage', 'defensiveMove', 'endgame', 'hangingPiece', 'short']",True,True,False
r2qk2r/ppp1bppp/4p3/3pPb2/2P3PP/2N5/PP2P1P1/R1BQKB1R b KQkq - 0 9,1345,"['advantage', 'opening', 'short']",True,True,False
7k/p4Qqp/3b2p1/3B4/8/5RP1/PP3P1K/2r5 b - - 0 42,1141,"['endgame', 'master', 'mate', 'mateIn2', 'short']",True,True,False
7r/6p1/Pk6/8/1P6/8/R1K5/8 b - - 2 49,2145,"['crushing', 'defensiveMove', 'endgame', 'long', 'rookEndgame']",True,True,False
rq3rk1/2pn1ppp/4p3/p2pP3/b7/1PP1P1P1/P1QN1PP1/2KR3R w - - 1 18,542,"['kingsideAttack', 'mate', 'mateIn1', 'middlegame', 'oneMove']",True,True,False
8/8/Pk6/1pnP3p/1N1K1ppP/8/6P1/8 w - - 0 44,2457,"['crushing', 'defensiveMove', 'endgame', 'knightEndgame', 'veryLong']",True,True,True
7q/1p3pk1/p7/3R4/3Pp1p1/4P1P1/PPQ4r/6K1 w - - 0 34,1700,"['crushing', 'endgame', 'short']",True,True,False
7k/2pr4/4N1p1/1p5p/8/2P1Q1K1/2q3PP/8 w - - 11 42,1557,"['endgame', 'exposedKing', 'long', 'mate', 'mateIn3']",True,True,False
2r5/2r4k/p5R1/7p/3p3P/1p6/1P1Q4/K7 b - - 0 38,745,"['endgame', 'master', 'mate', 'mateIn2', 'queenRookEndgame', 'short']",True,True,False
8/1Q4pk/P5p1/2p5/8/6bq/8/3R1RK1 b - - 3 42,864,"['endgame', 'mate', 'mateIn1', 'oneMove']",True,True,False
1rb2k1r/npN1ppb1/5npp/4p3/8/5N2/PPP2PPP/2KR1B1R w - - 2 15,1016,"['mate', 'mateIn2', 'opening', 'short']",True,True,False
8/4k3/4p3/p2pP3/2pPb3/2K1P2B/PP2r3/4N1R1 b - - 4 54,1274,"['advantage', 'endgame', 'fork', 'master', 'masterVsMaster', 'short']",True,True,False
1rbk1b1r/p1p3pp/2Qp4/6p1/3p1q2/P2B4/1P3PPP/R2KR3 w - - 1 18,790,"['mate', 'mateIn1', 'middlegame', 'oneMove']",True,True,False
3rk3/2q2p1Q/1p2pnr1/p2p2p1/8/P2R1NP1/2P1R1PP/4K3 w - - 7 32,2185,"['crushing', 'long', 'middlegame']",True,True,False
8/pp6/2p5/PP3pp1/3k3p/4p2P/7P/4K3 w - - 0 43,1706,"['advancedPawn', 'crushing', 'deflection', 'endgame', 'long', 'pawnEndgame']",True,True,False
rk2Q2r/pp4pp/1qpR4/8/8/2p5/PPP2PPP/4R1K1 b - - 2 20,1119,"['crushing', 'endgame', 'short']",True,True,False
r1b1k1nr/pppp1ppp/2n5/4P1N1/5B2/2b5/Pq1QPPPP/RN2KB1R w KQkq - 0 8,1223,"['crushing', 'opening', 'short']",True,False,False
1k1r3r/ppp4p/8/4Qp2/3n4/3P1P2/q5PP/1RR4K w - - 1 24,1150,"['mate', 'mateIn2', 'middlegame', 'queensideAttack', 'short']",True,True,False
7k/3P4/6rp/1pb1ppq1/8/3Q4/B1P3PP/5R1K b - - 0 30,1108,"['endgame', 'master', 'mate', 'mateIn1', 'oneMove']",True,True,False
1r1q1rk1/1pp2ppp/p3p3/n2n4/3P4/2P4P/P1PBBPP1/1R1Q1RK1 w - - 0 16,1232,"['crushing', 'middlegame', 'short']",True,False,False
2kB3r/ppp2ppp/6q1/2b1p3/3n4/3P2Nb/PPP1BPP1/R2Q1RK1 b - - 1 14,1895,"['advantage', 'kingsideAttack', 'long', 'middlegame', 'pin']",True,True,False
8/p4bkp/4r3/2Q5/8/N4qPP/PPP1n2K/3R1R2 b - - 0 27,1014,"['deflection', 'mate', 'mateIn2', 'middlegame', 'short']",True,True,False
r3b1k1/1p5p/p1pp2q1/2P2p2/1P1BpP1b/PQ2P1PP/3P2K1/R4R2 b - - 0 25,1738,"['crushing', 'defensiveMove', 'middlegame', 'pin', 'short']",True,False,False
8/7p/4k1p1/4B2P/p1Pp4/1p1K3P/1P3P2/8 b - - 0 35,2920,"['crushing', 'endgame', 'hangingPiece', 'veryLong']",True,True,False
3rr1k1/5p2/p2q2pB/1pp1p3/3n2Pb/3R2N1/PP1QB1PP/5RK1 b - - 1 23,1760,"['crushing', 'discoveredAttack', 'kingsideAttack', 'long', 'master', 'masterVsMaster', 'middlegame']",True,True,False
1kr5/pp6/4bq2/4p2p/1P2P3/5p2/P2QB1PP/2R3K1 w - - 0 28,1365,"['crushing', 'deflection', 'endgame', 'long', 'queensideAttack']",True,True,False
6k1/pr5p/4p1p1/3P2nq/4r3/1B3N2/PP2Q1PP/5RK1 w - - 1 30,2712,"['advantage', 'defensiveMove', 'middlegame', 'veryLong']",True,True,False
r6r/pp1k1ppp/2bNp3/8/1QB2qn1/8/PP3PPP/R4RK1 w - - 6 16,1460,"['crushing', 'discoveredAttack', 'middlegame', 'short']",True,True,False
8/8/1p4p1/p2p4/3k4/1P3PP1/P2K4/8 b - - 0 36,2502,"['crushing', 'endgame', 'pawnEndgame', 'quietMove', 'veryLong', 'zugzwang']",True,False,False
8/8/5pk1/8/4p1pR/2K4p/1P6/8 b - - 1 54,2629,"['crushing', 'defensiveMove', 'endgame', 'quietMove', 'rookEndgame', 'veryLong']",True,False,True
8/8/5K2/5Q2/3k1p2/5Pp1/6P1/1q6 b - - 3 58,1299,"['crushing', 'endgame', 'master', 'queenEndgame', 'short']",True,True,False
8/8/N7/4kp2/2P4p/1P3K2/P1n2P2/8 b - - 1 46,1809,"['crushing', 'endgame', 'knightEndgame', 'short']",True,False,False
2k5/2p2B2/Kp3Q1p/4p3/1B2P3/3r1Pr1/P1q5/R2R4 b - - 0 30,1097,"['fork', 'mate', 'mateIn2', 'middlegame', 'short']",True,True,False
5rk1/p4pp1/4p1p1/3p4/8/1NP1P1Q1/PP1K1Pqn/R4R2 b - - 1 25,1748,"['advantage', 'fork', 'middlegame', 'short']",True,True,False
6k1/p2R4/6p1/5p2/3KbP2/r7/P3R3/8 b - - 5 41,1235,"['crushing', 'endgame', 'short', 'skewer']",True,True,False
8/pp2R3/2p2Qp1/2kq4/2n5/8/PPP3P1/2K5 b - - 10 35,835,"['endgame', 'mate', 'mateIn2', 'short']",True,True,False
r7/P3R3/2n1pk2/2Pp2p1/1r1P4/3NP3/5P2/R5K1 b - - 0 39,1858,"['endgame', 'equality', 'short']",True,False,False
3r4/p1p2pk1/1p3p1p/5P2/2N2RP1/1B5P/PPP5/1K6 b - - 0 26,641,"['backRankMate', 'endgame', 'mate', 'mateIn1', 'oneMove']",True,True,False
5rk1/1q1nB1pp/p2p4/3Pp3/2P2p2/3Q3P/P4PP1/5RK1 b - - 1 22,1396,"['advantage', 'discoveredAttack', 'endgame', 'short']",True,True,False
2r1k2r/1p2pp1p/p2p4/4BPp1/3Q4/2q2P2/P1P3PP/2KR1R2 b k - 0 18,1119,"['mate', 'mateIn1', 'middlegame', 'oneMove', 'queensideAttack']",True,True,False
r1b2r2/1p5k/p2p2pP/3qpP2/8/3B4/PPPQ4/3K3R w - - 0 24,1061,"['advancedPawn', 'crushing', 'long', 'middlegame']",True,True,False
8/8/8/7P/2n5/2K3P1/p1N5/1k6 b - - 0 63,1964,"['advancedPawn', 'crushing', 'deflection', 'endgame', 'knightEndgame', 'promotion', 'short']",True,True,False
r1bqkbnr/ppp2ppp/2n1p3/8/3NP3/5N2/PPPP1PPP/R1BQKB1R b KQkq - 0 5,1039,"['advantage', 'opening', 'short']",True,False,False
6rk/pR4bp/5q2/8/3p1pQR/7P/PP3P2/7K b - - 1 36,2015,['endgame'],True,True,False
6k1/6pp/p3pp2/2r1N3/2P2P2/7P/PR4P1/1b4K1 w - - 0 27,868,"['endgame', 'fork', 'mate', 'mateIn2', 'short']",True,True,False
r1b1r1k1/pp2bppn/2p1p3/3q2B1/3P3Q/2PB1N2/PP3PPP/R4RK1 b - - 2 15,1988,"['advantage', 'middlegame', 'short']",True,False,False
r1b1k2r/1pp2p2/p3p1p1/3nn1Bp/8/P1N5/1P2BPPP/R3K2R w KQkq - 4 19,1469,"['advantage', 'fork', 'long', 'middlegame']",True,True,False
8/1p4k1/1pp4p/1P1b2p1/P1K1Bp2/5P1P/6P1/8 w - - 0 44,824,"['bishopEndgame', 'crushing', 'endgame', 'short']",True,True,False
4K3/4P3/6k1/1R6/r7/p7/8/8 w - - 1 68,2153,"['crushing', 'defensiveMove', 'endgame', 'rookEndgame', 'short']",True,False,False
8/5k2/1p4p1/1R1K2P1/r6P/8/8/8 b - - 12 58,1124,"['crushing', 'endgame', 'master', 'pin', 'rookEndgame', 'short']",True,False,False
r5k1/1b4b1/4p2p/ppp3pQ/8/P5BP/1Pq3PN/5R1K w - - 0 25,1283,"['crushing', 'fork', 'middlegame', 'short']",True,True,False
2r5/4k3/1p2b1P1/p3Pp2/3R3P/qP6/P2Q4/1K6 w - - 1 45,1735,"['advancedPawn', 'crushing', 'endgame', 'veryLong']",True,False,True
6k1/p3b1p1/1p6/7R/K1P5/1P4B1/P3rPPP/8 b - - 2 29,1408,"['crushing', 'endgame', 'long', 'skewer']",True,True,False
r1bqkbnr/ppppp3/2n3p1/7Q/4p3/8/PPPP1PPP/RNB1KB1R w KQkq - 0 6,701,"['mate', 'mateIn1', 'oneMove', 'opening']",True,True,False
rnb2rk1/1p3pp1/pq2pb2/6p1/3pNP2/5Q2/PPP4P/2KR1B1R w - - 0 15,2161,"['crushing', 'kingsideAttack', 'middlegame', 'short']",True,False,True
7k/1p4pp/p1b5/8/6N1/7P/PP1R1K2/1r6 w - - 5 39,440,"['backRankMate', 'endgame', 'mate', 'mateIn2', 'short']",True,True,False
rn1qkb1r/pp4pp/3p4/2p1N3/2BnP3/2N1B3/PPP2PPP/R2bK2R w KQkq - 0 12,1366,"['mate', 'mateIn2', 'middlegame', 'short']",True,True,False
r4rk1/1q4pp/3b1p2/1Bp1p1n1/Pn1P4/1P4P1/1B1NQP1P/R2R2K1 b - - 0 21,1282,"['kingsideAttack', 'mate', 'mateIn2', 'middlegame', 'short']",True,True,False
r4rk1/p4pp1/4b2p/2bp4/5B1Q/6R1/PP2qPPP/5RK1 w - - 0 22,2519,"['attraction', 'crushing', 'discoveredAttack', 'kingsideAttack', 'middlegame', 'sacrifice', 'skewer', 'veryLong']",True,False,True
r3k2r/1p3pb1/p2p2p1/2pBpP2/4PB1q/P1PP1Rp1/1P4P1/RN2QK2 b kq - 0 23,1900,"['advancedPawn', 'crushing', 'deflection', 'long', 'middlegame']",True,True,False
3r2k1/pp3pp1/8/8/4bQnR/PB6/2P3PP/7K b - - 0 31,818,"['endgame', 'mate', 'mateIn2', 'short']",True,True,False
8/1pN2pk1/p5p1/8/1b6/3n4/PP3QPP/6RK b - - 0 30,796,"['endgame', 'hangingPiece', 'master', 'mate', 'mateIn1', 'oneMove', 'smotheredMate']",True,True,False
5k1r/p3ppbp/3p4/8/2r2B2/1R4P1/P4K2/3B4 w - - 0 26,401,"['backRankMate', 'endgame', 'master', 'mate', 'mateIn2', 'short']",True,True,False
r1b4k/pp5p/6p1/3B2Q1/3p4/1P1P2b1/P1P2KNq/R7 w - - 0 25,1047,"['advantage', 'middlegame', 'short']",True,True,False
8/p6p/6pk/8/3n4/3Pr3/3q1PPP/2R2QK1 w - - 0 27,2083,"['advantage', 'endgame', 'long']",True,True,False
r1k4r/1p1nQ1p1/p4p2/1N3P1p/3P4/2P5/q5PP/4R2K w - - 0 26,1755,"['mate', 'mateIn2', 'middlegame', 'queensideAttack', 'sacrifice', 'short']",True,True,False
r1bqr3/ppp3pp/6k1/3p4/3Q4/2P3K1/PP4PP/RNB2R2 b - - 1 15,1926,"['advantage', 'middlegame', 'short']",True,False,False
r5qr/1p3Qpk/2p2n1p/p2n1N1P/3P1P2/2P5/PP1B2P1/2K1R3 w - - 5 26,1200,"['mate', 'mateIn1', 'middlegame', 'oneMove']",True,True,False
4k3/pR6/1p2b1pp/2pNPp2/1bP2P2/r5P1/5B1P/5K2 w - - 2 40,1699,"['crushing', 'endgame', 'fork', 'master', 'short']",True,True,False
3r2k1/p1p3pp/2Q5/8/1q6/3r3P/PB4P1/2R4K w - - 1 32,2033,"['advantage', 'attraction', 'endgame', 'veryLong']",True,True,False
r1b2knN/1p1p1p1B/pb1P3p/3qP3/2pn4/6Q1/PP3PPP/R1B1R1K1 b - - 2 20,1695,"['advantage', 'kingsideAttack', 'middlegame', 'short']",True,True,False
1r4k1/pr2Bpp1/2p3b1/3n4/N1B5/P4P2/KP5P/R5R1 b - - 0 24,1843,"['mate', 'mateIn2', 'middlegame', 'sacrifice', 'short']",True,True,False
8/5p2/6p1/2k3P1/K1N4P/8/8/8 b - - 0 63,702,"['crushing', 'endgame', 'short']",True,False,False
2rk1b1r/pQ1bp1pp/3pP3/5q2/5N2/7P/PP1n1PP1/R4RK1 w - - 0 22,1206,"['master', 'mate', 'mateIn1', 'middlegame', 'oneMove']",True,True,False
1r3rk1/pp1b1ppp/4p3/q2pQ3/2nP4/3B1P2/PPP3PP/1K1R2NR w - - 5 16,1993,"['crushing', 'long', 'middlegame']",True,False,False
3R4/4np1k/p3b1rp/4B3/7p/5B2/1Pr3P1/4R1K1 w - - 5 39,800,"['master', 'mate', 'mateIn1', 'middlegame', 'oneMove']",True,True,False
3r2k1/7p/3b4/p2Q2q1/P4p2/1PN4P/1P4P1/5RK1 b - - 3 33,999,"['advantage', 'discoveredAttack', 'endgame', 'long']",True,True,False
8/5p1R/3bpkP1/3p4/5P2/4r3/2B5/6K1 w - - 1 37,1336,"['endgame', 'mate', 'mateIn1', 'oneMove']",True,True,False
r2q1rk1/ppp2pp1/2n2bbp/3p4/3P2P1/2NBPN1P/PPQ2P2/R4RK1 b - - 2 13,1342,"['advantage', 'middlegame', 'short']",True,False,False
5Q2/3kp3/1pp4P/8/4p3/pPq1P3/P1P3P1/2K5 b - - 3 37,1448,"['endgame', 'mate', 'mateIn1', 'oneMove', 'queenEndgame']",True,True,False
r1b2rk1/5ppp/1p3q2/p1p5/8/2PB3P/PPK1QP2/3R2R1 w - - 0 20,1953,"['advantage', 'middlegame', 'short']",True,True,False
3q3k/pp2N2n/2p2p2/7Q/8/3p3P/P4PP1/6K1 w - - 2 49,1938,"['crushing', 'endgame', 'short']",True,True,False
3r3r/4kp2/4p1p1/4P3/2Q2P2/4q3/P5PP/2R2R1K b - - 2 27,1260,"['attraction', 'endgame', 'master', 'mate', 'mateIn2', 'sacrifice', 'short']",True,True,False
r4rk1/pbp1bp1p/1p2pRp1/3q2N1/3P3Q/3BB3/PPP3PP/R5K1 b - - 0 14,1080,"['kingsideAttack', 'mate', 'mateIn1', 'middlegame', 'oneMove']",True,True,False
8/k2n4/3p1p1p/K2PpPp1/N3P1P1/7P/8/8 w - - 3 49,2206,"['crushing', 'endgame', 'knightEndgame', 'quietMove', 'veryLong']",True,False,False
5rk1/p3ppbp/3p2p1/q5P1/2nPQ3/2N5/PB2N2P/R4K1B b - - 0 20,996,"['advantage', 'fork', 'middlegame', 'short']",True,True,False
rnbq1rk1/p3b1pp/4pP2/1Pp3B1/8/5N2/Pp3PPP/R2QKB1R w KQ - 0 12,1606,"['advancedPawn', 'crushing', 'fork', 'opening', 'short']",True,True,False
8/4k3/8/7R/6K1/5p2/P3n1P1/8 b - - 0 51,1642,"['advancedPawn', 'crushing', 'endgame', 'promotion', 'short']",True,False,False
8/3R4/p1p1KP2/1pP5/1Pk5/8/8/4r3 w - - 5 67,2223,"['advancedPawn', 'crushing', 'defensiveMove', 'endgame', 'long', 'rookEndgame']",True,False,False
k7/P7/1K6/1N6/2n5/4p1p1/8/8 w - - 2 60,1499,"['defensiveMove', 'endgame', 'knightEndgame', 'mate', 'mateIn2', 'short']",True,True,False
3k1r2/1ppbn1pp/1p2p3/rBq1P3/P2pP3/4B3/1PP3PP/R4RK1 w - - 0 20,986,"['mate', 'mateIn2', 'middlegame', 'short']",True,True,False
1k5r/1p1Q4/pP1p4/P1pP3p/3qP3/2N3p1/2P5/R1K1R3 b - - 4 35,1422,"['advantage', 'endgame', 'fork', 'long']",True,True,False
8/5r1k/p3p2p/3pN3/P1pPn1Q1/2P1P3/3q2P1/6K1 w - - 0 37,1417,"['cornerMate', 'endgame', 'fork', 'intermezzo', 'mate', 'mateIn2', 'short']",True,True,False
r4rk1/1p2qp1p/4p2Q/p1Pp2pP/3P2P1/1RP5/4BPK1/8 w - - 2 30,2116,"['crushing', 'endgame', 'short']",True,True,False
r2qk2r/p1p2ppp/2pb1n2/3p2Q1/2P3b1/1PN1P3/PB3PPP/R3KB1R b KQkq - 5 12,2188,"['advantage', 'clearance', 'long', 'master', 'middlegame', 'trappedPiece']",True,True,False
8/5r1k/p1qQp1pp/2p5/2P3P1/6B1/1P3P1n/2R2K2 w - - 0 33,1257,"['advantage', 'endgame', 'hangingPiece', 'master', 'short']",True,True,False
1r1k3r/2Nppp1p/1Bp3pn/8/4P3/8/PPP2PPP/1R3RK1 b - - 0 18,927,"['advantage', 'middlegame', 'short']",True,True,False
2q5/4Q3/4p1k1/3p2P1/3Pp3/p3P3/5PK1/8 w - - 0 53,1859,"['advancedPawn', 'crushing', 'discoveredAttack', 'endgame', 'exposedKing', 'queenEndgame', 'veryLong']",True,True,False
r1r3k1/pp3pp1/2n1bb1p/8/1P1BB3/P4N1P/5PP1/2RR2K1 b - - 4 22,1983,"['advantage', 'long', 'middlegame']",True,True,False
r5k1/pp1b2pp/2n1p1p1/3pP3/3P2Q1/P1P5/3qNKPP/2RR4 b - - 3 17,1915,"['advantage', 'master', 'middlegame', 'veryLong']",True,True,True
2r3r1/p2k3p/3pQ3/6p1/8/5B2/q1p2PPP/2R1R1K1 b - - 0 27,1007,"['crushing', 'middlegame', 'short']",True,True,False
8/pp2Q1pk/1qp3p1/3p2Pn/8/1P6/PBPN1r1P/3R3K b - - 5 27,1601,"['attraction', 'kingsideAttack', 'long', 'mate', 'mateIn3', 'middlegame', 'sacrifice']",True,True,False
8/p4R1p/bp4r1/4B1pk/4p3/1P2P1PP/P2r4/6K1 w - - 3 32,1437,"['endgame', 'long', 'mate', 'mateIn3']",True,True,False
3r2k1/1p3p1p/2p3p1/3q1bPP/3r1P2/pP2Q3/P7/K1R1R3 w - - 1 34,1113,"['kingsideAttack', 'long', 'mate', 'mateIn3', 'middlegame', 'sacrifice']",True,True,False
8/8/1p2k2p/p3p3/PP2K2P/6P1/8/8 w - - 0 47,2422,"['crushing', 'endgame', 'long', 'pawnEndgame', 'quietMove', 'zugzwang']",True,True,False
3rk2r/pQ3pp1/4p3/4P2p/q2n3P/P3B3/5PP1/R4RK1 b k - 0 20,1037,"['discoveredAttack', 'kingsideAttack', 'master', 'mate', 'mateIn2', 'middlegame', 'short']",True,True,False
r1b1r3/pp1n3p/1k3n2/1B6/4p3/2R2N2/2PP1PPP/5RK1 w - - 2 20,2054,"['crushing', 'discoveredAttack', 'exposedKing', 'long', 'middlegame', 'quietMove']",True,True,False
b2r2k1/1B2bpp1/3q3p/1Q6/4pP2/1P2B3/P1P3PP/5RK1 b - - 3 21,1715,"['advantage', 'long', 'middlegame']",True,False,False
r1q1rbk1/1ppb1pp1/p1n4p/7n/2PP1B2/P2Q1N1P/2B2PP1/RN3RK1 w - - 5 17,1044,"['mate', 'mateIn1', 'oneMove', 'opening']",True,True,False
r1bkr3/1p1pqppp/p1p5/3Q4/8/4PB2/P1P2PPP/1R2K2R w K - 0 16,1197,"['mate', 'mateIn2', 'middlegame', 'short']",True,True,False
8/6p1/R5Rp/pp2kp2/2p1p2P/6P1/Pq3PK1/8 w - - 0 47,2204,"['crushing', 'defensiveMove', 'endgame', 'queenRookEndgame', 'quietMove', 'veryLong']",True,True,False
r1b1k1nN/pppp2pp/4nq2/2b5/2B1P3/8/PPP2PPP/RNBQK2R b KQq - 0 7,1044,"['attackingF2F7', 'mate', 'mateIn1', 'oneMove', 'opening']",True,True,False
2k4r/pp4p1/2n5/2p1p2p/3pP1nq/3P1Q2/PPPB2P1/R4RK1 b - - 1 19,895,"['master', 'mate', 'mateIn1', 'middlegame', 'oneMove']",True,True,False
r2qkr2/ppp4p/5B2/8/3np1bQ/8/PPP2PPP/2KR1B1R b q - 0 13,1141,"['discoveredAttack', 'mate', 'mateIn2', 'middlegame', 'queensideAttack', 'short']",True,True,False
8/4n1k1/4P3/3p2PP/rp1P4/3K4/P4R2/8 b - - 1 47,1170,"['crushing', 'endgame', 'interference', 'long', 'skewer']",True,True,False
r2qkb1r/1pp2pp1/p2p3p/3Pp3/1P2Pn2/P2B4/1BPN1P1K/R2Q2R1 b kq - 0 15,618,"['mate', 'mateIn1', 'middlegame', 'oneMove']",True,True,False
r4rk1/1pp1b1pp/p1nqb3/3p1p2/P2P2n1/1PNB1N2/1BP1QPPP/4RRK1 b - - 1 14,1517,"['crushing', 'middlegame', 'short']",True,True,False
8/6k1/4p3/6Kp/3P4/5P2/8/8 w - - 1 45,1324,"['crushing', 'defensiveMove', 'endgame', 'pawnEndgame', 'short']",True,True,False
8/1pp1b3/1n2k3/5pp1/p1PPN1P1/1P3K2/P2B4/8 w - - 0 31,2102,"['crushing', 'deflection', 'endgame', 'long', 'master']",True,False,False
2r3k1/4npp1/1r2p1p1/p2p4/1nPP2P1/qP3N1P/P2N1P2/1KQR3R b - - 2 22,888,['middlegame'],True,True,False
r1bq1r1k/ppppb1pp/3n1p2/4N3/8/1QNPR3/PP1P1PPP/R1B3K1 w - - 2 12,1635,"['mate', 'mateIn2', 'middlegame', 'sacrifice', 'short']",True,True,False
6k1/5pp1/7p/3pP3/3P4/8/1prbN1PP/1R2K3 w - - 6 39,1674,"['advantage', 'defensiveMove', 'endgame', 'long']",True,True,False
2kr4/Qp1n1pp1/p1p5/3p4/Nq1RP2R/8/PPP2P2/1K6 b - - 0 23,832,"['mate', 'mateIn2', 'middlegame', 'queensideAttack', 'short']",True,True,False
5k1r/pr2b1p1/1p1p1pbp/2nN4/2BB4/8/P4PPP/3RRK2 w - - 8 25,2238,"['advantage', 'middlegame', 'short']",True,True,False
6k1/6pp/p3p3/4Np2/1p1rbP2/1P5P/P5PK/2R5 w - - 0 32,700,"['endgame', 'mate', 'mateIn2', 'short']",True,True,False
4b3/8/5k2/7p/p2N1K1P/1p4P1/1P6/8 b - - 1 43,1971,"['advancedPawn', 'crushing', 'endgame', 'short']",True,False,False
r7/3n2pp/2pkp3/1p2p3/1P2P1P1/1p2KP2/2P1N2P/R7 w - - 0 25,1325,"['crushing', 'endgame', 'hangingPiece', 'master', 'short']",True,True,True
5rk1/2R1Qpp1/p3p2r/3q4/3P3p/7P/1P3PP1/2R3K1 w - - 0 28,1900,"['advantage', 'endgame', 'long']",True,True,False
4r3/2p2rk1/3n4/6p1/4pqP1/6N1/2Q2PB1/4R1K1 w - - 7 43,1165,"['advantage', 'fork', 'master', 'middlegame', 'short']",True,True,False
r2qk2r/1Qp3p1/p1nbbn1p/3p1p2/3P4/P1N1PN1P/1PPB1P2/R3KB1R b KQkq - 0 13,1418,"['crushing', 'master', 'middlegame', 'short', 'trappedPiece']",True,True,False
r1q1k3/pppb4/3p2r1/3Ppnn1/1PP3p1/P1NBQ3/5PPN/R4RK1 w q - 0 21,2052,"['advantage', 'long', 'middlegame']",True,False,False
r4rk1/pp3ppp/2p1bq2/4p3/3nQ3/P2B4/1PP2PPP/2KR2NR w - - 4 17,446,"['kingsideAttack', 'mate', 'mateIn1', 'middlegame', 'oneMove']",True,True,False
2kr2R1/p4p2/1p5p/2p1Pp1P/2Pp1P1Q/3P1q2/PP6/1K1R4 b - - 0 28,1079,"['endgame', 'hangingPiece', 'master', 'mate', 'mateIn1', 'oneMove', 'queensideAttack']",True,True,False
r4rk1/4Qp2/3p2p1/3P2Pp/2nB3P/1N6/qPP5/2KR1R2 b - - 2 32,1526,"['mate', 'mateIn2', 'middlegame', 'queensideAttack', 'sacrifice', 'short']",True,True,False
2N5/P1p4p/1p3k2/1P1p1p1p/3Pr3/8/5K2/7n w - - 5 55,2171,"['advancedPawn', 'advantage', 'defensiveMove', 'endgame', 'promotion', 'short']",True,False,False
4r1k1/5ppp/8/p7/3Bb3/2P5/P3rPPP/R3RK2 b - - 4 26,1961,"['advantage', 'deflection', 'endgame', 'long']",True,True,False
3k3r/pp1P1ppp/r1p2q2/1N3n2/6n1/8/PP3PPP/2RQR1K1 w - - 3 20,2409,"['crushing', 'exposedKing', 'long', 'middlegame', 'skewer']",True,False,False
r2q1rk1/pp1bbpp1/3p1n1p/2pN4/2B1P2B/3Q4/PPP2PPP/R4RK1 b - - 3 12,1036,"['advantage', 'discoveredAttack', 'middlegame', 'short']",True,True,False
b3RQ2/p1p2ppk/7p/8/8/3P3P/PPP2P1K/4q1N1 b - - 0 26,855,"['endgame', 'mate', 'mateIn1', 'oneMove']",True,True,False
